result_index	name	date
393	Caw	5-5-2010
394	Dockray Hartside	5-5-2010
399	Lothersdale	5-5-2010
310	Coiners	3-5-2010
311	Coiners under 08	3-5-2010
312	Coiners under 10	3-5-2010
313	Coiners under 12	3-5-2010
314	Coiners under 14	3-5-2010
315	Coiners under 16	3-5-2010
316	Coiners under 18	3-5-2010
386	Cock Howe	3-5-2010
389	Wray Caton	3-5-2010
380	Crowden Horseshoe	2-5-2010
381	Great Hameldon	2-5-2010
378	Red Kite Challenge	1-5-2010
499	Cake Race	1-5-2010
78	Ashurst Beacon	28-4-2010
376	Lords Seat	28-4-2010
374	Pentyrch	27-4-2010
372	Kinder Downfall	25-4-2010
302	Teenager With Altitude	24-4-2010
303	Anniversary Waltz	24-4-2010
304	Anniversary Wa!! Under 08	24-4-2010
305	Anniversary Wa!! under 10	24-4-2010
306	Anniversary Wa!! under 12	24-4-2010
307	Anniversary Wa!! under 14	24-4-2010
308	Anniversary Wa!! under 16	24-4-2010
309	Anniversary Wa!! under 18	24-4-2010
368	Llantysilio	24-4-2010
367	Carraghan	23-4-2010
366	Carlton Challenge	20-4-2010
461	Mynydd Mawr	20-4-2010
458	Foel Lus	13-4-2010
459	Moel Tryfan	6-4-2010
364	Deuchary Hill Canter	7-3-2010
88	Black Combe	6-3-2010
363	Birnam Hill classic	6-3-2010
71	Giants tooth	1-1-2010
72	Nine Standards	1-1-2010
70	Captain Cook's	1-1-2010
